,question,student_answer,correct
1678,What is the inorder traversal of a binary tree?,printing a tree in order from least to greatest. This done by going as far left down the tree as possible and printing the parent and then right tree. Then move up the tree.,0
1679,What is the inorder traversal of a binary tree?,"The in order is to go from left,root,right",0
1680,What is the inorder traversal of a binary tree?,"Inorder traversal of a binary tree will retrieve start at the furthest left hand leaf and checks it, it’s parent, and it’s right side sibling, then it goes up a level and repeats until it gets to the root.",0
1681,What is the inorder traversal of a binary tree?,traverse the left subtree. visit the root. traverse the right subtree.,0
1682,What is the inorder traversal of a binary tree?,postorder,0
1683,What is the inorder traversal of a binary tree?,in order starts with the root then does right child then left child recursively,0
1684,What is the inorder traversal of a binary tree?,Left Child -&gt; Parent -&gt; Right Child,0
1685,What is the inorder traversal of a binary tree?,it goes from lowest to highest inside of the tree,0
1686,What is the inorder traversal of a binary tree?,"starting by displaying the node furthest to the right, then  the node, then the node on the right, in recursive order.",0
1687,What is the inorder traversal of a binary tree?,It travels left to right,0
1688,What is the inorder traversal of a binary tree?,void inorder(ptNode ptr) { if (ptr) { inorder (ptr-&gt;left); cout&lt;&lt;ptr-&gt;data; inorder(ptr-&gt;right); } },0
1689,What is the inorder traversal of a binary tree?,"the root is in the middle.  The left subtree is traversed first, then the root, and finally the right subtree.",0
1690,What is the inorder traversal of a binary tree?,"a traversal that visits the left branch first, then the parent node, then the right branch, recursively.",0
1691,What is the inorder traversal of a binary tree?,"Inorder traversal visits the left branch of a node (all the way to it's deepest left-most leaf) before visiting the node itself. After visiting the entire left branch and the node, it visits the node's right branch following the same pattern of left child, node, right child.",0
1692,What is the inorder traversal of a binary tree?,left middle right,0
1693,What is the inorder traversal of a binary tree?,"You traverse all the nodes to the left, then visit the root, then traverse all the nodes on the right.",0
1694,What is the inorder traversal of a binary tree?,"you would go to the furthest down left most node, then to the root then to the right (if left and right exist) then you would return one node previous and do the same until you reached the root, then go to the furthest down left most node on the right side of the root and continue this process",0
1695,What is the inorder traversal of a binary tree?,"it means that you traverse one subtree of a node, then look at the node itself before traversing the other subtree of the node",0
1696,What is the inorder traversal of a binary tree?,"Level order traversal is a traversal method by which levels are visited successively starting with level 0 (the root node), and nodes are visited from left to right on each level, with Push and Pop methods. ",0
1697,How many comparisons does it take to find an element in a binary search tree?,This is on the runtime order of log(n) where n is the number of nodes in the binary tree.,0
1698,How many comparisons does it take to find an element in a binary search tree?,In a binary search tree of size 'n' it takes log(n) comparisons to find a specified element.,0
1699,How many comparisons does it take to find an element in a binary search tree?,n-1/2 is the algorithm to compare and find an element.,0
1700,How many comparisons does it take to find an element in a binary search tree?,At most its equivalent to the height of the tree.,0
1701,How many comparisons does it take to find an element in a binary search tree?,Log(n),0
1702,How many comparisons does it take to find an element in a binary search tree?,O(log n),0
1703,How many comparisons does it take to find an element in a binary search tree?,Depends on what half of the tree and the levels you have.,0
1704,How many comparisons does it take to find an element in a binary search tree?,O(log n) in balanced trees,0
1705,How many comparisons does it take to find an element in a binary search tree?,n-1,0
1706,How many comparisons does it take to find an element in a binary search tree?,log(n),0
1707,How many comparisons does it take to find an element in a binary search tree?,O(nlog(n)),0
1708,How many comparisons does it take to find an element in a binary search tree?,nLog(n),0
1709,How many comparisons does it take to find an element in a binary search tree?,logn,0
1710,How many comparisons does it take to find an element in a binary search tree?,"at the minimum log(n)/log(2), at the maximum N searches, where N is the number of nodes.",0
1711,How many comparisons does it take to find an element in a binary search tree?,O(n),0
1712,How many comparisons does it take to find an element in a binary search tree?,It takes at most 3 comparisons to find and element in a binary search tree,0
1713,How many comparisons does it take to find an element in a binary search tree?,log (n)   where n equals the number of nodes.,0
1714,How many comparisons does it take to find an element in a binary search tree?,it takes as many comparisons as the number of levels of the binary search tree. it only compares one number at each level,0
1715,How many comparisons does it take to find an element in a binary search tree?,At most it takes one less comparisons than the tree's height. In big-O notation it takes O(log n) comparisons if the tree is balanced.,0
1716,How many comparisons does it take to find an element in a binary search tree?,O(log n),0
1717,How many comparisons does it take to find an element in a binary search tree?,log n comparisons,0
1718,How many comparisons does it take to find an element in a binary search tree?,(n^k)-1   where k is the height of the tree,0
1719,How many comparisons does it take to find an element in a binary search tree?,"it takes h comparisons, where h is the height of the tree",0
1720,How many comparisons does it take to find an element in a binary search tree?,2 way key comparison,0
1721,What are the elements typically included in a class definition?,"The name of the class file, the parameters it must take to perform its function.  Also a brief description of what the class does.",0
1722,What are the elements typically included in a class definition?,"access specifiers and functions, oftentimes a constructor.",0
1723,What are the elements typically included in a class definition?,"The elements typically included in a class definition are the function prototypes, usually declared public, and the data members used in the class, which are usually declared private.",0
1724,What are the elements typically included in a class definition?,"Class is user defined.  It contains members, data and functions.  The keyword class is used and includes brackets ({})",0
1725,What are the elements typically included in a class definition?,Member functions and data members.,0
1726,What are the elements typically included in a class definition?,the functions and variables used when the object is defined for the class.,0
1727,What are the elements typically included in a class definition?,"Data members, functions and function definitions, variables.",0
1728,What are the elements typically included in a class definition?,return type and input parameters,0
1729,What are the elements typically included in a class definition?,Constructor Data members Methods,0
1730,What are the elements typically included in a class definition?,"Function members and member attributes, or in other words, the class variables and functions.",0
1731,What are the elements typically included in a class definition?,"The elements that are included in a class definition is the access-modifier, data types, variables, and function signatures.",0
1732,What are the elements typically included in a class definition?,The variables and function prototypes.,0
1733,What are the elements typically included in a class definition?,public and private variables and initiations of functions included in the class.,0
1734,What are the elements typically included in a class definition?,The return value and the accepted value.,0
1735,What are the elements typically included in a class definition?,"A class definition typically includes the class name, the classes constructor(s), and any extra functions and class variables.",0
1736,What are the elements typically included in a class definition?,"Parameters and their type, Class name, and return type, and the code to be executed in the class.",0
1737,What are the elements typically included in a class definition?,"data members, class variables, and functions",0
1738,What are the elements typically included in a class definition?,"Constructor, functions, and variables native to the class.",0
1739,What are the elements typically included in a class definition?,functions and data members,0
1740,What are the elements typically included in a class definition?,data members and function definitions,0
1741,What are the elements typically included in a class definition?,member functions and data members,0
1742,What are the elements typically included in a class definition?,"constructor, and function definitions.",0
1743,What are the elements typically included in a class definition?,class name data of class definition of functions and methods,0
1744,What are the elements typically included in a class definition?,"A class definition includes the definitions of the class' constructor(s) and any public or private functions. Of course, it also #includes the class header and any necessary C libraries",0
1745,What are the elements typically included in a class definition?,"Class name, {}, semicoln at the end of the defination, private and bublic followed by "": """,0
1746,What are the elements typically included in a class definition?,"a constructor, private and public variables, and function prototypes",0
1747,What are the elements typically included in a class definition?,"Data variables and Functions, Data members",0
1748,What are the elements typically included in a class definition?,class definitions include the name of the class and type of parameters,0
1749,What are the elements typically included in a class definition?,"class variables, class function prototypes",0
1750,What are the elements typically included in a class definition?,input  & return type elements,0
1751,What are the access-specifiers that can be used in a C++ class definition?,Public and private specifiers.,0
1752,What are the access-specifiers that can be used in a C++ class definition?,"Public, Private, Restricted",0
1753,What are the access-specifiers that can be used in a C++ class definition?,The access specifiers are public and private.,0
1754,What are the access-specifiers that can be used in a C++ class definition?,public private protected,0
1755,What are the access-specifiers that can be used in a C++ class definition?,Public or Private.,0
1756,What are the access-specifiers that can be used in a C++ class definition?,public: the function or variable can be used outside the class private: the function or variable can only be used with the class,0
1757,What are the access-specifiers that can be used in a C++ class definition?,Public and Private,0
1758,What are the access-specifiers that can be used in a C++ class definition?,public private and protected,0
1759,What are the access-specifiers that can be used in a C++ class definition?,Public Private,0
1760,What are the access-specifiers that can be used in a C++ class definition?,"Private, public, protected",0
1761,What are the access-specifiers that can be used in a C++ class definition?,The access-specifiers that can be used in a C++ class definition is private and public.,0
1762,What are the access-specifiers that can be used in a C++ class definition?,public and private.,0
1763,What are the access-specifiers that can be used in a C++ class definition?,"static, long, unsigned",0
1764,What are the access-specifiers that can be used in a C++ class definition?,"Private, Public, Protected, or Friend.",0
1765,What are the access-specifiers that can be used in a C++ class definition?,"A C++ class definition may include access-specifiers public, private, and static.",0
1766,What are the access-specifiers that can be used in a C++ class definition?,"local, global, local-variable, function specific",0
1767,What are the access-specifiers that can be used in a C++ class definition?,"public, private",0
1768,What are the access-specifiers that can be used in a C++ class definition?,"Public, protected, and private.",0
1769,What are the access-specifiers that can be used in a C++ class definition?,"private, public",0
1770,What are the access-specifiers that can be used in a C++ class definition?,public - can be accessed by any of the program  private - can only be accessed by the class functions themselves and no outside functions or calls,0
1771,What are the access-specifiers that can be used in a C++ class definition?,"public , private, protected",0
1772,What are the access-specifiers that can be used in a C++ class definition?,public and private,0
1773,What are the access-specifiers that can be used in a C++ class definition?,"public, private, protected",0
1774,What are the access-specifiers that can be used in a C++ class definition?,"functions and data members can be given access-specifications of public, private, and friend. public access is given to any functions or members not given specific access rights.",0
1775,What are the access-specifiers that can be used in a C++ class definition?,data member or data functions are access specifiers,0
1776,What are the access-specifiers that can be used in a C++ class definition?,public or private,0
1777,What are the access-specifiers that can be used in a C++ class definition?,public and private,0
1778,What are the access-specifiers that can be used in a C++ class definition?,public and private,0
1779,What are the access-specifiers that can be used in a C++ class definition?,"public - can be accessed from outside the class private - accessible only from inside the class, not inherited protected - accessible only from inside the class, inherited",0
1780,What are the access-specifiers that can be used in a C++ class definition?,public private protected,0
1781,How are objects initialized when they are created?,ie. GradeBook myGradeBook();  call upon the class and then give it a name like shown,0
1782,How are objects initialized when they are created?,They are initialized as a named instance of the template formed by the class. This named instance can then be modified to be different from the class that it was created from.,0
1783,How are objects initialized when they are created?,not answered,0
1784,How are objects initialized when they are created?,Objects are initialized by a value given.  When an object is defined for a certain task.,0
1785,How are objects initialized when they are created?,"They are initialized with a "" . "" (dot) between the constructor and the object being created.",0
1786,How are objects initialized when they are created?,objectname classname();  to call a function from the class:  objectname.funciton();,0
1787,How are objects initialized when they are created?,"If the object refers to a class, the constructor(s) will initialize the objects based on return type and parameters passed. Compiler will auto-create one if one is not provided.",0
1788,How are objects initialized when they are created?,classname objectname(input parameters);,0
1789,How are objects initialized when they are created?,When the class is called by the Constructor,0
1790,How are objects initialized when they are created?,"Constructors; default when not provided by user, or programmer specified constructors.",0
1791,How are objects initialized when they are created?,Objects are usually initialized at the beginning of the program and are initialized usually in the main function. They are initialized after the class's name.,0
1792,How are objects initialized when they are created?,"&lt;variable type&gt; &lt;variable name&gt;; or, if you want to initialize a variable to a certain value, &lt;variable type&gt; &lt;variable name&gt; = &lt;value&gt;;",0
1793,How are objects initialized when they are created?,"variables are set to a given value, or 0 if none is given.",0
1794,How are objects initialized when they are created?,"When the object is initialized, its constructor is called (whether one is provided or c++ assigns a default constructor).",0
1795,How are objects initialized when they are created?,"Objects are initialized essentially as copies of the corresponding classes, complete with their own separate variables.",0
1796,How are objects initialized when they are created?,"If you had a class Gradebook, you would initialize it in your main function by use of a constructor in the Gradebook class.  If no constructor is specified or found, c++ will use a default one with no parameters.  Gradebook myGradebook;  In this bit of code, the class Gradebook has been initialized as object myGradebook.",0
1797,How are objects initialized when they are created?,objects are initialized by stating the classname first then assigning a name to the object. Within the object's ( ) is a place where it can be initialized.,0
1798,How are objects initialized when they are created?,They are initialized with a constructor.,0
1799,How are objects initialized when they are created?,"The value is specified after declaration,  It can initialized anywhere between the declaration and the corresponding }.",0
1800,How are objects initialized when they are created?,"with the default constructor for that object in its class.  if no constructor is specified, it uses the default system constructor.",0
1801,How are objects initialized when they are created?,initialized using the same name as the class,0
1802,How are objects initialized when they are created?,they are initialized to a value dependent on the compiler,0
1803,How are objects initialized when they are created?,memory is allocated in accordance with their type and initialization input.,0
1804,How are objects initialized when they are created?,Objects are assigned a space in memory when they are created. the name given to the object points to the memory address where the objects data resides.,0
1805,How are objects initialized when they are created?,using constructor,0
1806,How are objects initialized when they are created?,by giving them a value,0
1807,How are objects initialized when they are created?,"By declaring the class first, the name of the variable, and then any variables that need to be put in the constructor.  Ex. Class myClass(x, y)",0
1808,How are objects initialized when they are created?,"objects are initialized by giving the object a type, name, and initial value",0
1809,How are objects initialized when they are created?,they are initialized to 0,0
1810,How are objects initialized when they are created?,"obj. are initialized by the variables that call them, when they are created within a class.   e.i. classname objectname etc. ",0
1811,What is a function signature?,"Name of the function, parameters it must receive in order to perform and a return type.",0
1812,What is a function signature?,a function signature is the elements that make it unique such as the variables it calls for and also I suppose this includes the program it is in.,0
1813,What is a function signature?,"A function signature is the return type of a function, its name, and the number and type of its parameters.",0
1814,What is a function signature?,function prototype that contains functions and data members.,0
1815,What is a function signature?,A function signature is a declaration of the function that includes the parameter types and the number of parameters.,0
1816,What is a function signature?,the declaration of the function.,0
1817,What is a function signature?,"Includes the name, accepted parameters, and return type.",0
1818,What is a function signature?,its return type and its input parameters,0
1819,What is a function signature?,Contains the function name and its paramaters.  The return type is not included,0
1820,What is a function signature?,"Return type, function name, and the parameter types",0
1821,What is a function signature?,The function signature tells what the function parameters and includes all the function calls,0
1822,What is a function signature?,"The function's name, as well as what it returns and what it accepts.",0
1823,What is a function signature?,the body of the function that holds all the actual code,0
1824,What is a function signature?,A function signature is the return type and accepted pass value type it takes,0
1825,What is a function signature?,A function signature specifies the name and input variables of a function.,0
1826,What is a function signature?,A function signature is the function's parameters and their type and the name of the function.  The return type is not a part of the function signature.,0
1827,What is a function signature?,the name of the function and what it accepts/ returns,0
1828,What is a function signature?,"the unique identifier of a function, which includes input variables along with the function name, but excludes the output type.",0
1829,What is a function signature?,"The order, number, and type of data items included inside the function parameters.",0
1830,What is a function signature?,"its the scope, type, and parameters of that function that give it it's properties and defines it against other functions.",0
1831,What is a function signature?,"is the name of the fuction, return type, and parameters that are being used",0
1832,What is a function signature?,"a function signature should include the name of the function, parameters, and a body.",0
1833,What is a function signature?,the name of the function and the arguments passed to that function,0
1834,What is a function signature?,"A function signature, used in a function's prototype, is the set of object types it take in as parameters, with or without names given for the objects.",0
1835,What is a function signature?,function name and parameter are called function signature.,0
1836,What is a function signature?,fuction name and parameters,0
1837,What is a function signature?,"The parameters needed, the return type, and name of the function.",0
1838,What is a function signature?,"the signature of a function includes the name of the function, the number and types of parameters, and the return type",0
1839,What is a function signature?,"It is what uniquely separates overloaded functions. It includes the return type, and the parameter list of the function.",0
1840,What is a function signature?,"function sig is, is what is the class recognizes as the main function, or rather its specification ",0
1841,What is a recursive function?,A function that calls upon it self to solve a problem.  Each time it calls upon it self it splits up a problem into a simplier form until it reaches a 'base case' which is the most simplest form of the problem.,0
1842,What is a recursive function?,A function that calls itself to perform an opperation such as a factorial recursive function.,0
1843,What is a recursive function?,not answered,0
1844,What is a recursive function?,A base case that calls upon itself until the problem becomes smaller and terminates.,0
1845,What is a recursive function?,It's a function that calls itself. It runs multiple times until the base case is reached.,0
1846,What is a recursive function?,a function that calls itself untill it reaches a base case.,0
1847,What is a recursive function?,"A function that calls itself. Each time it does, it must get smaller, and eventually MUST converge to a base case, otherwise you can start an infinite loop.",0
1848,What is a recursive function?,a function that calls itself until a base case is met,0
1849,What is a recursive function?,A function that calls itself. With each function call the problem is diminished.,0
1850,What is a recursive function?,A function that calls itself to perform a certain task,0
1851,What is a recursive function?,A recursive function is a function that calls itself. Usually called the base case. If the base case is not correct it causes a infinite loop.,0
1852,What is a recursive function?,"A function that calls itself, in order to solve a problem.",0
1853,What is a recursive function?,"a function that calls itself over and over until it finds the simplest form of solution, or the base case.",0
1854,What is a recursive function?,"A recursive function is a function that calls itself repeatedly until a base case is achieved. The fundamental idea is to break one large problem into a series of smaller, similar problems.",0
1855,What is a recursive function?,"A recursive function typically simplifies a problem by calling itself, until arriving at a base case, at which it recursively returns a solution.",0
1856,What is a recursive function?,"A recursive function is a function that breaks down a large problem into two or more smaller problems and calls itself to solve those smaller problems until a base case or terminating point is reached.  At the base case, a definite answer is called and the function no longer recurses, but unwinds itself back through function calls to determine the answer to the original large problem.",0
1857,What is a recursive function?,a function that calls itself into a loop with a base case for a loop exit.,0
1858,What is a recursive function?,a function that calls itself until the base cases are met.,0
1859,What is a recursive function?,A recursive function only knows how to solve base cases  A recursive function calls itself directly or indirectly until a base case is reached.,0
1860,What is a recursive function?,a function that calls on itself and uses a base case to stop the recursion,0
1861,What is a recursive function?,"a function that calls itself, and which eaach calls get closer and close to the base case.",0
1862,What is a recursive function?,A function that divides and conquers a problem.  There is a base case that will eventually be reached.  The function calls itself over and over until the base case is satisfied.,0
1863,What is a recursive function?,a function that calls itself in the definition code,0
1864,What is a recursive function?,A recursive function solves a problem by repeatedly calling itself. the initial problem is broken into successively smaller parts until a much simpler base case is reached. the solutions to each piece of the problem are then returned a step at a time.,0
1865,What is a recursive function?,"It invoke by itself again ana again, unless it reach bas case",0
1866,What is a recursive function?,"a function that solves a problem by dividing the problem into smaller problems, by calling its self again and again, until a base case is reached.",0
1867,What is a recursive function?,"A function that calls itself over and over again till a base case is reached, then it returns back to the original function.",0
1868,What is a recursive function?,"a recursive function is a function that during execution, calls itself over and over until a base case is reached",0
1869,What is a recursive function?,A function that calls itself. Usually used to split a problem into several smaller problems of the same type.,0
1870,What is a recursive function?,function that calls it self till the base case is met,0
1871,What is the alternative way to solve a problem that could be solved through recursive functions?,"Iteration, performers  a series of checks and loops.",0
1872,What is the alternative way to solve a problem that could be solved through recursive functions?,The alternative method is to use loops in the program instead of a function which calls itself.,0
1873,What is the alternative way to solve a problem that could be solved through recursive functions?,An alternative to solving a problem using recursive functions is to solve the problem using iteration.,0
1874,What is the alternative way to solve a problem that could be solved through recursive functions?,"Iteration, this would be more efficient and has repetition structure.",0
1875,What is the alternative way to solve a problem that could be solved through recursive functions?,One can use iteration or by using a simple while/for loop.,0
1876,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,0
1877,What is the alternative way to solve a problem that could be solved through recursive functions?,"Iteration. A while loop or a for loop will be able to accomplish the same desired outcome... It may be faster than recursion, but could also be harder to understand.",0
1878,What is the alternative way to solve a problem that could be solved through recursive functions?,you can also solve the problem iteratively,0
1879,What is the alternative way to solve a problem that could be solved through recursive functions?,iterative,0
1880,What is the alternative way to solve a problem that could be solved through recursive functions?,Using iteration loops.,0
1881,What is the alternative way to solve a problem that could be solved through recursive functions?,Another alternative way to solve a problem instead of using recursive functions is by using iteration.,0
1882,What is the alternative way to solve a problem that could be solved through recursive functions?,"A recursive function can often be solved using an iterative function, which runs faster, but is often more complicated.",0
1883,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,0
1884,What is the alternative way to solve a problem that could be solved through recursive functions?,Any recursive function can be solved using an iterative method.,0
1885,What is the alternative way to solve a problem that could be solved through recursive functions?,"Many recursive solutions may also be solved with looping control statements, such as while, for, do-while, etc.",0
1886,What is the alternative way to solve a problem that could be solved through recursive functions?,"Using an iterative function, which repeats a specified operation or set of operations until a terminating point or base case is reached.  ",0
1887,What is the alternative way to solve a problem that could be solved through recursive functions?,iteratively,0
1888,What is the alternative way to solve a problem that could be solved through recursive functions?,using an Iterative calls,0
1889,What is the alternative way to solve a problem that could be solved through recursive functions?,Iteration.,0
1890,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration is the alternative way to solve a problem,0
1891,What is the alternative way to solve a problem that could be solved through recursive functions?,using an iterative solution instead,0
1892,What is the alternative way to solve a problem that could be solved through recursive functions?,"Using an iterative solution.  For, while, or do while loop.",0
1893,What is the alternative way to solve a problem that could be solved through recursive functions?,the alternative way to solve a problem that could be solved using recursion is iteration.,0
1894,What is the alternative way to solve a problem that could be solved through recursive functions?,"Any problem solved recursively could be solved with an iterative function. Iterative replacements for recursive functions may be more difficult to program, but often lead to more efficient solutions to a problem. ",0
1895,What is the alternative way to solve a problem that could be solved through recursive functions?,by iteration,0
1896,What is the alternative way to solve a problem that could be solved through recursive functions?,"itteration, like a for loop, a while loop, or a do while loop",0
1897,What is the alternative way to solve a problem that could be solved through recursive functions?,Iteration by using loops,0
1898,What is the alternative way to solve a problem that could be solved through recursive functions?,iterative functions,0
1899,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,0
1900,What is the alternative way to solve a problem that could be solved through recursive functions?,"the alt, way is to use a functions parameter in a call ""to"" function. ",0
1901,What is the difference between an array that is declared as static and one that is not?,The array that is declared static retains its modified elements so once it is called upon again the latest elements are modified again.  An array that is not declared static will keep its original elements.,0
1902,What is the difference between an array that is declared as static and one that is not?,A static array only has a specific size and it cannot grow. Also static arrays cannot be accessed outside the program which created it.,0
1903,What is the difference between an array that is declared as static and one that is not?,Arrays declared as static are not created and initialized when a function is called and destroyed when the function terminates.,0
1904,What is the difference between an array that is declared as static and one that is not?,Static can be initialized and non-static cannot in C++.,0
1905,What is the difference between an array that is declared as static and one that is not?,An array declared static remains the same throughout the execution of the program.,0
1906,What is the difference between an array that is declared as static and one that is not?,a static array will be called only once. once it has been declared the complier will ignore the static line if it comes to it again.,0
1907,What is the difference between an array that is declared as static and one that is not?,"The static array will be available to the whole of the program, whereas an array that is not static is only available within the scope in which it is declared.   //pass-by-reference???",0
1908,What is the difference between an array that is declared as static and one that is not?,a static array has a predetermined size and that size cannot be altered,0
1909,What is the difference between an array that is declared as static and one that is not?,Arrays declared static can not be changed.  One not declared static can be altered.,0
1910,What is the difference between an array that is declared as static and one that is not?,"an array that is declared as static will retain the values stored in it's elements between function calls, and will not reinitialize them to default values.",0
1911,What is the difference between an array that is declared as static and one that is not?,An array that is declared static causes anything that is not initialized to be set to 0.,0
1912,What is the difference between an array that is declared as static and one that is not?,A static array will have a null character at the end of the array.,0
1913,What is the difference between an array that is declared as static and one that is not?,static arrays cannot be changed while normal arrays can be changed,0
1914,What is the difference between an array that is declared as static and one that is not?,An array they is declared as static can be accessed outside of the method it was declared without passing it as an argument to other functions in the same class.,0
1915,What is the difference between an array that is declared as static and one that is not?,"A static array has class scope, allowing it to remain where other arrays might be recycled.",0
1916,What is the difference between an array that is declared as static and one that is not?,An array that is static does not change or uninitialize if called later unless explicitly acted upon.  It does not terminate or change across objects.  An automatic local array will be cleared and uninitialized if called later outside of it's specific scope.,0
1917,What is the difference between an array that is declared as static and one that is not?,"one declared as static is one that is already defined. The program knows the length and the array from the start, whereas non-static arrays are declared or assigned later.",0
1918,What is the difference between an array that is declared as static and one that is not?,"a non static array must reinitialize itself every function call, while a static array will only initialize itself once, unless otherwise forced.",0
1919,What is the difference between an array that is declared as static and one that is not?,A static array retains any modified values after a function call. Automatic arrays reset to their initial values when the function ends.,0
1920,What is the difference between an array that is declared as static and one that is not?,"a static array is one that keeps its values and is not initialized every time a class function is called, it's data is not lost at function end.",0
1921,What is the difference between an array that is declared as static and one that is not?,an array that is declared as static can only be used in the function that its being called in. Its a constant array. Static is another way of say const.,0
1922,What is the difference between an array that is declared as static and one that is not?,Values in an array that is not delcared as static will remain constant.  When an array is declared const values within the array can be manipulated.,0
1923,What is the difference between an array that is declared as static and one that is not?,the data of a static array cannot be changed,0
1924,What is the difference between an array that is declared as static and one that is not?,"Standard arrays terminate when the functions that call them finish. A static array is not removed from memory when it's parent function terminates, leaving it available for other functions (or new instances of the original function).",0
1925,What is the difference between an array that is declared as static and one that is not?,by defining static array it doese not lose scope in locala function. static array makes programm more scalable. non static array lose scope inside the local function.,0
1926,What is the difference between an array that is declared as static and one that is not?,static arrays can be called from anywhere,0
1927,What is the difference between an array that is declared as static and one that is not?,A static array cannot be changed. A regular array can be changed when it is passed to a function or manually.,0
1928,What is the difference between an array that is declared as static and one that is not?,"a static array can be can be edited throughout the program, while a non-static array can only be edited within a given function",0
1929,What is the difference between an array that is declared as static and one that is not?,"An array that is declared static is allocated when the program begins to run, and is not freed until the program exits, but has limited scope. A non-static array is allocated and freed every time that it comes in and out of scope.",0
1930,What is the difference between an array that is declared as static and one that is not?,static has a predetermined size that cannot be passed while vis versa.,0
1931,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,the type char[] has a  null ('\n' ) element at the very end.,0
1932,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,a variable char is basically any non command key on the keyboard that you can press. A string is a collection of letters or numbers that is stored together to be used later. Comonly strings are used for words. Chars can be used for less but can have opperations performed on them in a useful way.,0
1933,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The programmer must provide the null terminating character in a string of characters using type char[] and must also ensure that the array is large enough to contain the input string of characters and the null terminating character.,0
1934,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,String of characters are followed by a null statement.  type string is for example   string s;,0
1935,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,String contains a word where as char can contain phrases or a string of characters.,0
1936,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,a string is a variable with a single entinty of letters combined into one while in a char[] each letter is assigned a memory value and each has its own variable assigned i.e. char[0] char[1].,0
1937,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"A string contains a null character at the end of the string, which makes it easily possible to get the string length. A char array can have a virtually unlimited length, therefore, its size must be declared/limited.",0
1938,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,an array of characters stores a null character at the end,0
1939,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"When you read a string of characters, you also read in the white space.  When you read characters declared char you only read the characters, no white space.",0
1940,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"Character arrays will terminate at any whitespace, including spaces. Strings terminate when they encounter the new line character.",0
1941,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The difference is that a string that is declared a variable of type char[] is each char is included in the array versus the string of characters that is read into a variable.,0
1942,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"An array of strings reads the string literals, meaning anything within ""quotes"". A char array reads a string as each individual character.",0
1943,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,character arrays can call on individual letters were a string array can only call words.,0
1944,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The character array has an end of line character at the end of it.,0
1945,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"Type char[] may contain a null value as the last element, whereas type string will not.",0
1946,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The variable of type string has a terminating character \0 at the end of it.,0
1947,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,the one that is type string has an extra string member. The /0 at the end.,0
1948,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"a string has variable size and function calls available, while an character array usually has a static size.",0
1949,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,a string char[] adds a null value to the end of the string.,0
1950,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"char array needs an end character signature and is made up of characters each separate from each other, a string is an object in itself, with a value that the user enters.",0
1951,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"the variable of type char[], each character is stored into a different memory address and can be accessed easly, where as in a string of character, its not easy to be able to access each character in the string.",0
